author_ID,article_ID
57190228554,84
7102879142,84
57203017789,85
35147940600,85
6701609778,85
36987999600,86
7003868048,86
7202083837,86
56692412900,87
57211105311,87
7202518970,87
12445742400,87
7005052477,88
8750608700,88
57214071214,88
57193518829,89
12142543700,89
8705255200,89
7006583274,89
55359526600,89
56911636200,89
55272011900,89
57203486012,89
57202293242,90
57203024588,90
57160053200,90
36006215900,90
55944615300,90
57191995369,91
7003381644,91
57195515828,92
57211443769,92
57211435896,92
7005408810,92
56685601500,93
16549438300,93
56685789300,93
57212757453,93
57212871890,93
57215487696,93
16548815300,93
7202875039,93
6701383359,93
57191570988,94
57201357657,94
6602649851,94
57214937519,95
57210289242,95
57192710054,95
6701720294,95
57211516485,95
57219015425,96
55813139600,96
57203836305,96
57219009389,96
57219005376,96
57219006078,96
12142543700,96
57218481091,97
57217024741,97
57218482479,97
34873482400,98
6507317548,99
54781821400,100
57215052018,100
57215058041,100
7102975249,100
56957771800,101
57189235340,101
57204469757,101
7003292762,101
57188691775,102
57188173800,102
36349287300,102
57202579348,103
57214718289,103
56830076500,103
57193706327,104
57193715705,104
7202282831,104
7003302831,104
16066928300,104
57188833818,105
57209881955,105
6701720294,105
57212345817,105
57218689472,106
57218687826,106
57218685971,106
7006533953,106
57211516485,106
57188833818,107
57209881955,107
57209889565,107
6701720294,107
56045493000,107
57217866402,108
8244752200,108
55727966500,108
57217871738,108
57218270296,109
57218269408,109
6507317548,109
56215007300,110
50162863000,110
55422614200,110
6603288835,110
13405030000,110
55904183100,110
55279219900,110
57211205845,110
38662818500,110
57203219105,110
14059027500,110
6505524737,110
20735824800,110
7103004161,110
56830076500,111
57202612841,111
10640480600,111
36499438800,111
55860312700,111
57201618074,112
6506325894,112
8608764300,112
7003772744,112
56957771800,113
57189235340,113
57204470823,113
57204469757,113
7003292762,113
57204469757,114
7003292762,114
57211518929,115
56036628100,115
16033650300,115
57195804520,116
24483038000,116
6701720294,116
57211516485,116
57189375802,117
57212455523,117
6603286802,117
57023931200,117
24830555500,117
6602776615,117
9277159100,117
56857577200,118
10141271600,118
16643231700,118
55359090100,118
8244752200,119
57217872286,119
57217867341,119
36893877000,119
57189218211,120
48361087900,120
7003381644,120
7005241866,121
7006815587,121
36154754400,121
57190402922,122
36668159600,122
7006542177,122
57193226888,123
57216966389,123
57208015963,123
57193230951,123
56584993700,123
55367023500,123
7403329173,123
57204964732,124
12544690900,124
7003292762,124
54978625300,124
57201759181,125
57211516485,125
16548784600,125
8922674200,125
55764938300,126
6701550039,126
6506328689,126
57201947722,127
57209567638,127
57209581042,127
55845968200,127
14831622300,127
12646372900,127
55788214400,127
57219330558,128
57219332168,128
57219327922,128
14831622300,128
55220932600,128
55788214400,128
56263319900,129
55436436900,129
57218480110,129
7004688501,129
35209941000,129
7601550121,129
57201735120,130
57216287696,130
57216287324,130
6506462706,130
8357777200,130
7004945584,130
16033650300,131
9741060000,131
12143690400,131
57208015244,131
57052262900,131
57204944822,131
7102369425,131
6603460787,131
6603089864,131
12761902000,131
56036628100,131
9279493200,131
57194034271,132
53866135200,132
55315026400,132
57216076371,132
56818839700,132
23570183200,132
57215823167,132
57216048774,132
7202049689,133
57207774891,133
57213342768,133
7006410098,133
56206655300,134
55368982000,134
56078804700,134
57216040137,134
7102391180,134
7402406630,134
7004398165,134
6701655006,134
35103143500,134
57216037206,134
7801550098,134
14832404400,134
55559344500,135
6701910642,135
56221719300,136
57210161259,136
57203181568,136
57212304730,136
55458271500,136
56266132600,136
57210289242,137
6701720294,137
57211516485,137
57209399454,138
6602649851,138
6701863708,138
9245406100,138
57194053456,139
56968013300,139
6701746882,139
6701723921,139
57202910211,140
57196421757,140
24402340500,140
55645613600,141
55546296200,141
55813139600,141
6603579157,141
28167695400,141
12142543700,141
57212950333,141
55945437600,142
7004277402,142
55911870000,142
9942259800,142
57215811083,143
17434035200,143
24726409500,143
35147940600,143
57191862517,144
23091904000,144
57208341600,144
53878508900,144
56363360200,144
56148594700,144
6602577617,144
36176552000,144
57207901363,144
57189244450,145
57211332837,145
8231832400,145
57192300416,145
6701454416,145
56196521900,146
35597296700,146
57202064143,147
57204597171,147
57192662939,147
57210982957,147
57204035623,147
57196952707,147
57196950804,147
57213874106,147
7402658393,147
56584019300,148
56714263700,148
8608718200,148
56680952700,149
7003498769,149
7202083837,149
57211891331,150
57199244740,150
7406665619,150
55588035200,151
6601908155,151
56102505100,152
57191620725,152
56819566000,152
8448666000,152
16178649400,152
35729129900,153
53866006800,153
56126031600,153
36538565900,153
57210585829,153
57203978933,154
57212415946,154
7403218372,154
6701720294,154
7005408810,154
57211516485,154
57205129154,155
7402370024,155
57203310052,155
18535712500,155
57193627694,156
7005513246,156
7004904337,156
35175200200,157
7005513246,157
6602198438,158
55948963100,158
7005411524,158
36459611200,159
7402074463,159
34868168700,159
7202083837,160
57126129700,160
36987999600,160
7003868048,160
57192247939,161
57218886153,161
6701777223,161
8448666000,161
57205617484,162
57215432728,162
8448666000,162
6701777223,162
57218886193,162
56677251600,163
57208598187,163
57211516485,163
7004307869,163
57205257595,163
55315026400,164
36503632200,164
16481299700,164
56331558100,164
47962305800,164
7101640734,164
55916448500,164
57200363612,165
57212151348,165
57212147414,165
57212136375,165
7403218372,165
57200529047,166
56112492400,166
57215653879,166
7003772744,166
18937960700,166
57216187696,166
57202818911,167
7102523474,167
25627506700,167
57210477807,167
7005345401,167
7005976828,167
57202910818,168
55213245300,168
57192067288,168
57208225620,168
57196372172,168
57211642778,168
57202855772,168
57209824884,168
57202910818,169
55213245300,169
57208225620,169
57196372172,169
57211642778,169
57209824884,169
57193749678,170
55457444300,170
6701863708,170
35729129900,171
7406665619,171
57212089454,172
57202116348,172
56709476900,172
7102975249,172
16422844400,172
56709476900,173
57205025235,173
57202256915,173
57193755486,173
7005408810,173
7006111578,173
57002749600,173
7102975249,173
16422844400,173
56709287700,174
57202735625,174
56387524600,174
16422844400,174
7102975249,174
57208584595,175
7005513246,175
35546747200,175
57003496300,176
57212110613,176
57212107391,176
57200117690,176
7004688501,176
57216244800,176
7409253428,176
35209941000,176
6508306234,177
9277159100,177
57003496300,178
57212110613,178
57212107391,178
57200117690,178
7004688501,178
7404504014,178
7409253428,178
35209941000,178
57144864700,179
57194205673,179
35078644900,179
7406665619,179
57204475222,179
8208317300,179
35729129900,180
55797091700,180
57210585829,180
57204783601,180
57192945685,181
56939117000,181
56585491000,181
16308483700,181
57200214703,181
35311157900,181
55972769000,181
36483856300,181
57194027885,182
55345299700,182
56110251000,182
7003545107,182
57191873151,183
7003772744,183
57208682307,184
14033673100,184
14059209700,185
57201589125,185
7406665619,185
57210419894,185
7201793184,185
16481299700,186
55315026400,186
7101640734,186
35147940600,187
24779209500,187
17434035200,187
24726409500,187
56012631600,188
56487893500,188
7402648240,188
18535712500,188
57200884469,188
57203221999,188
57191155872,189
6603570606,189
57203028829,189
7402786794,189
35088650000,189
7402258065,190
56824897200,191
35562442700,191
57210916608,192
7006542177,192
57210911049,193
57207008616,193
56248593800,193
35562442700,193
56315330500,194
16178649400,194
55858031100,195
7004300863,195
57189235340,196
7003292762,196
57211493546,197
7003292762,197
57205881788,198
57214032187,198
57208524360,199
26634229600,199
7005934389,200
57208823236,200
57190605478,200
12142543700,200
35508257500,201
8321530600,201
7005709969,201
57208255032,202
56677251600,202
15848771600,202
7006533953,202
57211516485,202
57199980412,203
6701863708,203
55457444300,203
55475654800,203
43961414900,204
57209474608,205
35867849600,205
12445208100,205
35868117400,205
9041055700,205
57191156976,206
57209978209,206
8929123100,206
57118455800,207
7401431037,207
24401574900,207
57201432287,208
7003498548,208
57207334294,209
12142543700,209
7006583274,209
8705255200,209
26641352100,210
23569552400,210
36769181100,210
56976354400,211
57209659294,211
57209655847,211
57204570329,211
55315026400,211
9277159100,211
57200077532,212
57210191104,212
57214009254,212
9277159100,212
55315026400,212
57217482839,213
14033673100,213
57209640119,214
57190402922,214
7006542177,214
57210919648,215
56248593800,215
57210912098,216
57206968876,216
56824897200,216
57210911049,216
7006542177,216
57210916608,217
7006542177,217
57204433875,218
7406665619,218
57205198823,219
35508257500,219
35508257500,220
57210927548,221
57210928665,221
6602572190,221
6601908155,221
57210914089,222
57203981655,222
57210920448,222
56248593800,222
57202433366,223
57205881788,223
56724258600,224
7801676127,224
57194391871,225
57189491950,225
57205348362,225
9277159100,225
51461952600,225
6701777223,226
8448666000,226
57218886193,226
57191873151,227
57216491948,227
57216430816,227
7003772744,227
57191587072,228
57207334294,228
12142543700,228
24295291100,228
23052031200,228
7004495126,228
12778890800,228
16481299700,229
57194703295,229
57144565100,229
56331558100,229
57189458176,229
7101640734,229
55315026400,229
24080990600,229
57200529047,230
56323465700,230
56112492400,230
57209274795,230
7102483892,230
7003772744,230
57200208018,231
36701008900,231
7201687754,231
7202401225,231
12805837100,231
56257805000,231
7005067917,231
7202417224,231
55927295500,231
6508257901,231
55931847400,231
7004092560,231
56955794500,231
55778257800,231
6701664914,231
24504209800,231
55247112800,231
57207841000,231
12780700500,231
7006236094,231
16303239800,231
55315191100,231
57194063754,231
6701501207,231
24072733200,231
55813139600,231
57192140261,231
57207843958,231
57207841443,231
57207846799,231
56473665600,231
23977815400,231
56308354900,231
36859700200,231
26221155700,231
24385613600,231
15081415200,231
7408416878,231
11042527300,231
56185388600,231
57207844500,231
57189577432,231
6602943081,231
57207842677,231
39062078800,231
7101608513,231
6602499334,231
57202152216,231
57213372150,231
8555191500,231
57195579636,231
57207842193,231
57203836326,231
55639502500,231
6602168494,231
57209284973,232
56221901100,232
6507753128,232
56266132600,232
6504734319,232
57210287166,233
57210290270,233
57210288045,233
57210292389,233
7202083837,233
35147940600,233
57204433875,234
7406665619,234
24759275600,235
57207312334,235
56387524600,236
56709476900,236
56709364700,236
16422844400,236
7102975249,236
57192981384,237
57190258899,237
24333330300,237
57189382200,237
57203250533,237
57203957449,238
14059209700,238
7406665619,238
55367023500,238
57201759181,239
16548784600,239
57188833818,239
55247719300,240
56709476900,240
56871132500,240
7402407628,240
7102975249,240
16422844400,240
57210286057,241
57210287346,241
17434035200,241
24726409500,241
35147940600,241
57210288854,242
57214559823,242
17434035200,242
24726409500,242
35147940600,242
6602749964,243
57205512220,243
7102985794,243
9739395200,243
57202736299,243
57205515588,243
57205514839,243
8705255200,244
57194392244,245
7006214218,245
57194503011,245
9845705900,245
7004929818,245
57194379165,245
57207901363,245
6603325558,245
57191586637,246
57208184650,246
57189294915,246
6602572190,246
6701755273,246
55200909800,246
7004234161,246
56330970800,247
57188833818,247
57190247942,247
57197791798,247
6701720294,247
57211516485,247
55588035200,248
57191995887,248
57203240784,248
57193574682,248
57208784903,248
56417117600,248
57203245208,248
57208771517,248
35621274900,248
55681652500,248
7003445799,248
6601908155,248
55855376400,249
56830076500,249
7202083837,250
57126390100,250
57214523209,251
57205509268,251
57208845618,251
57205502574,251
57205849200,251
57205504743,251
57207222602,251
57205501457,251
57205504946,251
57205502490,251
7004339080,251
57200375892,252
7003772744,252
24295291100,253
7401431037,253
57193720916,253
57118455800,253
6701421652,253
57205270902,253
57209887692,254
17434035200,254
24726409500,254
35147940600,254
57206968876,255
36668159600,255
57205763350,255
57190404271,255
7006542177,255
7004435321,256
56781290700,256
36055605700,256
16041305200,256
57215322624,257
57202818911,257
7102523474,257
57203310052,258
57204552603,258
57204551844,258
57204547933,258
24295291100,258
57195217444,258
7003302831,259
57193706327,259
7202282831,259
16066928300,259
57200690449,260
35597296700,260
57208717150,261
55457444300,261
57204091960,262
7401431037,262
56353116200,263
57197765353,263
7004300863,263
6603717022,263
56584019300,264
55542008600,264
56714263700,264
8608718200,264
57210923446,265
55652695700,265
57205329719,265
57199801999,265
57193242858,265
7005512824,265
57205263313,266
56036628100,266
36953700600,266
16033650300,266
23970286000,267
57194276793,267
57208827685,267
7401703652,267
57202228997,267
7006111578,267
54415129200,267
7005373645,267
57189235340,268
7003292762,268
57202047395,269
57193927413,269
54978625300,269
26029526200,269
7006799143,269
57203922639,270
57196487336,270
16199522200,270
57188681207,271
56985459400,271
57195343816,271
57188173800,271
57201722090,271
36349287300,271
56237421600,272
6701863708,272
55457444300,272
8608718200,272
55912340300,273
57201864184,273
34874297000,273
10639679200,273
16178649400,273
56854811600,274
55141781300,274
57190384916,275
7005253700,275
7004060735,275
9942259800,275
55413434100,276
55827824100,276
48361087900,277
57189218211,277
7003381644,277
57197733358,278
57200390842,278
57003496300,278
8342785400,278
35209941000,278
8392459500,279
57200730892,279
53984647600,279
56806547100,279
57201199846,279
57191862517,279
57201509548,279
7006051256,279
6505878659,279
8298784700,279
35747244700,279
57193565771,280
16178649400,280
56315330500,281
16177635300,281
16178649400,281
57207108623,282
57200290256,282
57207112163,282
7102270639,282
57205388766,283
57205393448,283
16313800700,283
57208598187,284
6701720294,284
15848771600,284
57211516485,284
8448666000,285
57205617484,285
55638504300,285
6701777223,285
57218886153,285
7004300863,286
7102879142,286
56798055200,287
57192697616,287
8621794000,287
9277159100,287
57215306633,288
8621794000,288
57201367093,289
6602649851,289
57189445479,290
7005636820,290
55812232700,290
57192697616,291
8621794000,291
57192955909,292
56830076500,292
57209640119,292
55161739600,293
57211281996,293
57211282830,293
57204903122,294
57187178400,294
55161739600,294
57211282935,295
55161739600,295
57216747100,296
57216739000,296
16313800700,296
7005357023,297
57216751001,297
57216748895,297
36913263000,297
57217283178,297
57216749286,297
6701646284,297
57197765353,298
7004300863,298
7004904337,299
57212553003,299
7202518970,300
57200205435,300
57203245208,301
57203241931,301
57210927548,301
57212168814,301
57212172095,301
6601908155,301
57205292526,302
57211987837,302
6701646284,302
16313800700,302
57195066838,303
7005513246,303
35621274900,304
55681652500,304
56417117600,304
57212106357,304
57212103171,304
57193574682,304
6601908155,304
7003445799,304
57211214561,305
8244752200,305
57211216470,305
55727966500,305
35621274900,306
55681652500,306
56417117600,306
57212107036,306
57212104751,306
57212106857,306
57212103171,306
57212104028,306
6601908155,306
7003445799,306
55681652500,307
7003445799,307
57204799155,308
57204803477,308
57204802622,308
14033673100,308
57219001134,309
57218994430,309
57218994299,309
7202083837,309
57210292389,310
57210287166,310
7202083837,310
35147940600,310
57205617484,311
57218995344,311
7202083837,312
57219001134,312
36677010800,312
57204692730,313
7202083837,313
55813139600,314
56747516900,314
56071519600,315
6701720294,315
57211516485,315
7006441571,315
57212342916,316
6701720294,316
7006441571,316
57211516485,316
57212351695,317
57212342217,317
6701720294,317
57211516485,317
57212343330,318
7004300863,318
35262249500,318
57208598187,319
57210289242,319
6701720294,319
57211516485,319
57192710054,320
57188833818,320
6701720294,320
57212351059,321
7004300863,321
6701720294,321
57212341630,322
57208598187,322
57192710054,322
6701720294,322
57211516485,322
57212277900,323
57188667076,323
7403218372,323
57200534297,324
7004300863,324
57214773567,324
8421746800,324
57212136375,325
7403218372,325
57192943554,326
57212271263,326
35409277700,326
7004300863,326
57190228554,327
7102879142,327
57111140800,328
56798055200,328
8621794000,328
9277159100,328
57197737083,329
57205761514,329
57205766759,329
57205762398,329
56830076500,329
7004511126,330
57200687939,330
57200688910,330
7202518970,330
57031187500,331
7006111578,331
7005636820,331
57089497400,332
57209912956,332
57209911428,332
57211503118,332
57211500187,332
7006120837,332
7004234161,332
7005636820,333
57031187500,333
57209538650,333
57209530205,333
7006111578,333
57215116223,334
57191952713,334
57188658434,334
8621794000,334
36682113800,334
57188658434,335
56245452300,335
35310092900,335
8621794000,335
57214589312,336
57215007775,336
55812232700,336
7006120837,336
36126203400,336
7102843798,336
57214451592,337
6603114735,337
8641604600,337
7003772744,337
57201357657,338
57191570988,338
6602649851,338
23027991800,338
7103035939,339
57212228353,339
7404957607,339
9277159100,339
57203578595,340
57203572508,340
36055605700,340
7004435321,340
55849943100,341
6701863708,341
6602649851,341
9245406100,341
35338971800,342
35562442700,342
57207260622,343
24336460200,343
8660143800,343
57195960835,344
57203300120,344
13607032600,344
55681652500,345
57209399640,345
57212167791,345
35621274900,345
7003445799,345
57209394752,345
6601908155,345
57211217749,346
8244752200,346
55727966500,346
57203661821,347
46961076700,347
7801515665,347
35562442700,347
56387524600,348
56709476900,348
56709364700,348
16422844400,348
7102975249,348
55588035200,349
57191995887,349
57208784903,349
7003445799,349
6601908155,349
7003663333,350
57208012133,350
57208012227,350
55698505100,351
56709287700,351
57203308821,351
55326143600,351
7102975249,351
16422844400,351
55588035200,352
56417117600,352
7003445799,352
6601908155,352
55588035200,353
57208784903,353
55681652500,353
7003445799,353
6601908155,353
57212351859,354
7404766197,354
7102879142,354
7004300863,354
57212271159,355
57205765859,355
7004300863,355
7102879142,355
7404766197,355
7201511283,356
6602191934,356
57193878725,356
57189375802,357
57210949030,357
7404901361,357
9277159100,357
57210375461,358
57200688910,358
55861508600,358
56484754900,358
7004300863,359
57197773578,359
6506942267,359
6602562656,359
57202116348,360
57202112010,360
57202120923,360
16422844400,360
7102975249,360
57193360481,361
57205763350,361
57205765859,361
57205767010,361
56830076500,361
57205762391,361
55315026400,362
35435170000,362
55665473200,362
57204677450,362
57204677555,362
56957771800,363
57189235340,363
57204472177,363
57204470823,363
57204469757,363
7003292762,363
56530707600,364
6701610428,364
54790496100,364
7410190129,364
26427694400,365
57190256209,365
57191107247,365
16313800700,365
55664291100,365
7202317282,366
57192070840,366
57209824884,366
57201700890,367
57195574701,367
57207901363,367
53878508900,367
57188833818,368
57209889565,368
57209881955,368
6701720294,368
56045493000,368
57215333932,369
34868658300,369
57215305002,369
7410171017,369
57215336161,369
57201360985,370
57212351343,370
35562442700,370
36349287300,370
6506328689,371
57194859276,371
10141271600,371
15766049500,371
55359090100,371
7202538835,371
15044701600,371
36055605700,372
57203579114,372
57203573476,372
57203570620,372
7004435321,372
7006120837,373
57216989927,373
57211502145,373
6507803480,373
57194859276,374
10141271600,374
15766049500,374
56857577200,374
55359090100,374
7202538835,374
15044701600,374
56857577200,375
10141271600,375
16643231700,375
55359090100,375
24330327900,376
55634592700,376
36713489900,376
35725132100,376
36986090000,376
57193722976,377
7005521036,377
7004435321,377
55557218000,378
7102443026,378
7403558004,378
55247719300,379
56709476900,379
56871132500,379
7402407628,379
7102975249,379
16422844400,379
6701777223,380
8448666000,380
57218886193,380
56790117900,381
57211516485,381
15848771600,382
57212415946,382
57212345817,382
6701720294,382
57211516485,382
57193911152,383
55780846900,383
57203303999,383
57217139231,383
14064679200,383
7405891981,383
57201739935,383
6508339625,383
57213262958,383
6506674242,383
56677251600,384
57191362366,384
6701720294,384
15848771600,384
57211516485,384
57194018623,385
57205236255,385
57194101278,385
35392647700,385
7003545107,385
57204968964,386
57204964732,386
7003292762,386
12544690900,386
54978625300,386
57208246750,387
57206834042,387
57205645397,387
7003292762,387
55353164900,387
7101816954,387
19638969800,387
57200529047,388
57200527971,388
11440678000,388
7003772744,388
57192070840,389
24337245000,389
56023819400,389
10639240900,389
11043349200,389
57209824884,389
7202317282,389
54782837300,390
8048702500,390
7004435321,390
57207228809,390
7005521036,390
13411176900,391
8922674200,391
57211516485,391
57205595555,392
9336961600,392
16425686200,392
57217471535,392
56577741600,393
55807316700,393
55457444300,393
7102317656,393
57200514682,393
7003388995,393
57188833818,394
16229559200,394
57194703295,395
57207993531,395
56560118600,395
55315026400,395
7101640734,395
57214608701,396
16425686200,396
55598006500,396
23668489900,396
15848894300,396
57209871741,396
18535712500,397
7402648240,397
35380198000,397
57200884469,397
57200723881,397
7401952672,398
35556946600,398
7004590414,398
43261827400,398
35508257500,398
55428435400,398
7004611313,398
6602191934,399
7201511283,399
57193878725,399
7004507225,399
57193878725,400
57193568214,400
6506341914,400
7005053199,400
55671352500,400
22952048100,400
6602191934,400
7201511283,400
6506341914,401
57193878725,401
57193568214,401
7005053199,401
22952048100,401
55671352500,401
6602191934,401
7201511283,401
6507447149,402
23012428800,402
56642521500,402
24780432200,402
55233755100,402
9277159100,402
7801636116,402
7101973402,402
35368447500,402
7801530241,402
56689651300,402
7005786977,402
7801609389,402
55922401500,402
57191525048,403
41262329300,403
57203758421,403
57203801188,403
57203805526,403
57202763603,403
56116155300,403
57203801050,403
57199854443,403
56979909000,403
8448666000,404
57205617484,404
6701777223,404
57218886193,404
57205645397,405
57205650285,405
7003292762,405
56698926600,406
55627591500,406
57205652485,406
56957771800,406
57204469757,406
57205645397,406
7003292762,406
57193683516,406
57192247939,407
57218886153,407
6701777223,407
8448666000,407
56709476900,408
55247719300,408
55326143600,408
56871132500,408
7402407628,408
7102975249,408
16422844400,408
57202192401,409
55727966500,409
8244752200,409
6602572190,409
56330970800,410
57191362366,410
57203191415,410
57211516485,410
57193749678,411
57203142381,411
55457444300,411
6701863708,411
57204916397,412
57204916190,412
57204910117,412
57198809206,412
57204925116,412
57204911023,412
56514586700,412
57192710054,413
55303499100,413
56577817900,413
57189623841,413
7003678761,413
6602997992,413
7202539045,413
15848771600,413
57211516485,413
6701720294,413
8922674200,414
57211516485,414
7202083837,415
55710750200,415
6508087756,415
57207110219,415
57214580514,415
57204110218,416
26642910500,416
56549581200,416
,416
55259726700,417
55256673100,417
57202609763,417
6508265156,417
56433927200,417
7404022739,418
8705255200,418
7003352704,418
7102280128,418
36154754400,419
34976725300,419
6602423274,419
57198044407,420
7201970805,420
55736791400,420
7601492574,420
7004479819,420
57203572325,420
57201742316,421
57193360481,421
56830076500,421
57200687939,422
57200688910,422
7202518970,422
7004511126,422
56463982900,423
55764401200,423
55457444300,423
6701863708,423
6602549459,424
6602123531,424
57191156976,425
57193089338,425
8929123100,425
57201086222,426
26634282400,426
26634229600,426
57204595191,427
57204607180,427
56226072000,427
7003631423,427
57204596520,427
7103236401,427
7004234161,427
57195264521,428
57204829124,428
35239803700,428
37086141200,428
8329346700,428
55369699900,429
7003772744,429
57204830739,430
57204825465,430
54978625300,430
7006372151,430
57203181568,431
57203192064,431
57203188827,431
55458271500,431
56266132600,431
55619678900,432
9277159100,432
51461952600,432
26634229600,433
57202852104,433
57202852946,433
57202860730,433
56701619800,434
8369472600,434
57193322440,434
56376235200,434
57202237979,434
56702333100,434
7401994123,434
35336731800,434
8608718200,434
23388379100,434
57204695840,435
35147940600,435
57204692730,436
35147940600,436
56680952700,436
57204695450,436
7202083837,436
56490084100,437
57204693186,437
57188711588,438
57200118672,438
57164754700,438
57200117120,438
57200118993,438
57200121629,438
16313800700,438
55523036500,439
56287595000,439
7410171017,439
